name,glon,glat,loglike_null,loglike_alt,TS_manual,sqrt_TS,fit_quality_null,fit_status_null,fit_quality_alt,fit_status_alt,fermipy_ts,flux,flux_err,eflux,eflux_err,npred,error
Minniti18,359.665,3.637,21599089.139199905,21599101.05221352,23.82602722942829,4.881191169113159,3,0,3,0,28.681710824370384,1.1420892740403662e-09,2.8413412366346933e-10,2.5421346805712697e-06,6.327367485335163e-07,622.1844484369849,
